Temporada,Color,Estilo,Estampado,Escote,Longitud_manga,Corte,Material,Precio,Ventas
Verano,Negro,Elegante,Generico,Alzado,Manga larga,Ajustado,Algodón,$259.20,200
Verano,Multicolor,Sexy,Combinado,Recto,Sin mangas,Ajustado,Algodón,$214.00,1000
Invierno,Verde,Casual,Generico,V,Manga corta,Ajustado,Algodón,$213.35,200
Verano,Multicolor,Casual,Combinado,Alzado,Sin mangas,Ajustado,Poliamida,$218.27,30
Verano,Multicolor,Vintage,Floral,Corazon,Sin mangas,Tirantes,Poliuretano,$353.00,70
Invierno,Azul,Elegante,Generico,Alzado,Manga larga,A línea,Poliuretano,$651.00,60
Invierno,Cafe,Sexy,Generico,Alzado,Manga larga,Ajustado,Algodón,$313.00,400
Verano,Multicolor,Vintage,Floral,V,Manga corta,A línea,Viscosa,$563.00,1000
Invierno,Rojo,Vintage,Geometrico,Recto,Media,A línea,Poliuretano,$272.00,200
Primavera,Verde,Sexy,Generico,Redondo,Sin mangas,Ajustado,Viscosa,$180.00,100
Invierno,Rojo,Vintage,Geometrico,Camisero,Manga corta,Camisa,Poliamida,$354.00,60
Otoño,Negro,Casual,Generico,Camisero,Sin mangas,Ajustado,Algodón,$243.00,100
Primavera,Azul,Casual,Geometrico,V,Sin mangas,A línea,Viscosa,$267.00,1000
Verano,Verde,Casual,Generico,Redondo,Manga corta,A línea,Poliuretano,$287.00,200
Primavera,Morado,Fiesta,Generico,V,Manga larga,A línea,Algodón,$294.00,60
Primavera,Negro,Vintage,Floral,Redondo,Media,Natural,Poliamida,$215.00,100
Otoño,Blanco,Casual,Generico,Recto,Manga corta,A línea,Algodón,$383.00,90
Primavera,Rojo,Casual,Generico,Corazon,Manga corta,A línea,Poliuretano,$337.60,200
Primavera,Cafe,Vintage,Floral,Corazon,Sin mangas,Tirantes,Algodón,$483.00,1000
Otoño,Cafe,Casual,Generico,Corazon,Manga larga,Holgado,Poliuretano,$464.00,90
Primavera,Multicolor,Vintage,Floral,Recto,Media,Ajustado,Poliamida,$243.00,80
Primavera,Verde,Sexy,Generico,Recto,Sin mangas,Tirantes,Algodón,$402.00,30
Otoño,Rosa,Elegante,Generico,Redondo,Manga larga,A línea,Algodón,$392.00,90
Otoño,Azul,Elegante,Generico,Redondo,Manga larga,A línea,Elastano,$397.32,100
Primavera,Negro,Casual,Generico,Redondo,Manga larga,A línea,Poliamida,$374.00,1000
Primavera,Amarillo,Vintage,Generico,V,Manga larga,A línea,Tela tricotada,$383.00,90
Verano,Amarillo,Vintage,Floral,V,Manga larga,Holgado,Poliuretano,$246.00,200
Verano,Cafe,Vintage,Floral,V,Manga corta,A línea,Tela tricotada,$370.00,100
Primavera,Multicolor,Elegante,Floral,Redondo,Sin mangas,Ajustado,Poliuretano,$420.00,50
Verano,Multicolor,Sexy,Generico,Redondo,Sin mangas,A línea,Elastano,$120.45,35
Verano,Verde,Casual,Generico,Camisero,Media,Camisa,Poliuretano,$392.00,1000
Invierno,Cafe,Casual,Generico,Corazon,Manga larga,A línea,Algodón,$336.49,20
Otoño,Multicolor,Vintage,Floral,Corazon,Media,Natural,Poliuretano,$219.00,300
Invierno,Multicolor,Vintage,Floral,V,Media,A línea,Algodón,$366.00,80
Otoño,Multicolor,Casual,Combinado,Redondo,Media,Natural,Poliuretano,$258.00,100
Otoño,Negro,Vintage,Floral,Alzado,Sin mangas,Tirantes,Poliuretano,$141.10,80
Otoño,Cafe,Casual,Generico,Redondo,Media,A línea,Poliuretano,$537.00,1000
Primavera,Cafe,Elegante,Generico,Camisero,Manga larga,Ajustado,Poliuretano,"$1,029.00",20
Invierno,Naranja,Casual,Floral,V,Manga larga,A línea,Viscosa,$281.35,300
Invierno,Blanco,Elegante,Combinado,Redondo,Sin mangas,A línea,Algodón,$180.80,46
Otoño,Rojo,Fiesta,Generico,Asimetrico,Manga larga,Ajustado,Poliuretano,$434.00,100
Invierno,Rojo,Elegante,Floral,Camisero,Manga corta,Camisa,Poliuretano,$460.00,100
Primavera,Multicolor,Casual,Combinado,Redondo,Manga corta,A línea,Algodón,$344.00,1000
Primavera,Negro,Elegante,Generico,Asimetrico,Sin mangas,Ajustado,Tela tricotada,$253.00,100
Verano,Morado,Casual,Generico,Corazon,Manga larga,Tirantes,Algodón,$358.00,20
Invierno,Verde,Elegante,Generico,Camisero,Media,Ajustado,Poliuretano,$481.00,80
Invierno,Verde,Elegante,Generico,Alzado,Manga larga,A línea,Algodón,"$1,181.00",40
Otoño,Multicolor,Casual,Generico,Camisero,Manga larga,Camisa,Elastano,$463.00,100
Invierno,Multicolor,Vintage,Generico,V,Manga corta,A línea,Algodón,$389.00,1000
Verano,Azul,Vintage,Floral,Corazon,Manga corta,Ajustado,Tela tricotada,$448.00,70
Otoño,Negro,Sexy,Generico,Corazon,Sin mangas,Ajustado,Poliamida,$148.19,18
Primavera,Negro,Elegante,Geometrico,V,Media,Natural,Tela tricotada,$231.42,300
Verano,Negro,Elegante,Generico,Asimetrico,Manga larga,Ajustado,Viscosa,$278.00,200
Invierno,Rosa,Sexy,Generico,V,Manga corta,A línea,Algodón,$428.40,10
Invierno,Amarillo,Elegante,Floral,Alzado,Sin mangas,Ajustado,Poliuretano,$460.00,1000
Primavera,Verde,Elegante,Generico,Recto,Manga corta,A línea,Viscosa,$502.00,10
Invierno,Multicolor,Vintage,Floral,V,Manga larga,A línea,Algodón,$314.93,11
Otoño,Negro,Casual,Generico,V,Manga corta,A línea,Poliuretano,$209.00,60
Otoño,Rojo,Casual,Floral,V,Manga corta,A línea,Poliuretano,$485.00,50
Primavera,Negro,Casual,Combinado,Camisero,Manga larga,A línea,Poliuretano,$405.60,90
Verano,Multicolor,Sexy,Generico,Alzado,Media,Generico,Poliuretano,$166.00,1000
Primavera,Negro,Casual,Combinado,Recto,Media,Holgado,Algodón,$273.00,10
Otoño,Negro,Elegante,Combinado,Recto,Sin mangas,Ajustado,Tela tricotada,$402.00,30
Invierno,Azul,Elegante,Generico,Recto,Manga larga,Generico,Algodón,$420.00,100
Primavera,Negro,Casual,Generico,V,Sin mangas,A línea,Algodón,$227.20,500
Primavera,Blanco,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$131.00,10
Otoño,Verde,Casual,Generico,V,Manga corta,Camisa,Poliuretano,$354.00,1000
Primavera,Blanco,Elegante,Floral,Camisero,Manga larga,Camisa,Viscosa,$622.16,30
Primavera,Azul,Fiesta,Generico,Recto,Manga larga,Ajustado,Viscosa,$459.00,100
Otoño,Negro,Casual,Combinado,Redondo,Manga corta,Camisa,Viscosa,$203.00,300
Invierno,Morado,Fiesta,Generico,Recto,Manga corta,A línea,Tela tricotada,$894.00,10
Primavera,Azul,Casual,Generico,V,Media,A línea,Tela tricotada,$389.00,300
Primavera,Gris,Fiesta,Generico,V,Sin mangas,Natural,Poliamida,$358.00,1000
Otoño,Rojo,Elegante,Generico,Redondo,Manga larga,Ajustado,Elastano,$69.00,200
Primavera,Naranja,Casual,Generico,Corazon,Sin mangas,Tirantes,Poliuretano,$271.00,40
Verano,Naranja,Casual,Generico,Redondo,Media,Ajustado,Algodón,$221.76,300
Invierno,Multicolor,Casual,Geometrico,Redondo,Manga larga,A línea,Poliamida,$260.26,600
Invierno,Negro,Fiesta,Generico,Redondo,Manga larga,Natural,Poliuretano,$712.00,30
Verano,Naranja,Casual,Generico,Asimetrico,Sin mangas,A línea,Elastano,$209.00,1000
Primavera,Verde,Elegante,Generico,V,Manga larga,A línea,Poliuretano,$539.00,10
Primavera,Verde,Elegante,Generico,Alzado,Sin mangas,Ajustado,Poliuretano,$190.00,100
Otoño,Azul,Vintage,Generico,Redondo,Sin mangas,Natural,Poliamida,$129.00,1000
Otoño,Verde,Elegante,Floral,Recto,Sin mangas,Natural,Poliuretano,$240.00,70
Verano,Rosa,Fiesta,Generico,Corazon,Manga corta,A línea,Poliuretano,$398.00,30
Invierno,Negro,Elegante,Generico,Redondo,Sin mangas,Tirantes,Poliuretano,$363.00,1000
Primavera,Negro,Fiesta,Geometrico,Recto,Manga corta,Holgado,Poliuretano,$648.00,40
Otoño,Verde,Casual,Generico,Asimetrico,Manga larga,Generico,Poliamida,$199.00,10
Otoño,Blanco,Elegante,Generico,Alzado,Sin mangas,Ajustado,Poliamida,$426.00,1000
Verano,Gris,Casual,Generico,Redondo,Manga larga,Ajustado,Poliamida,$326.00,70
Verano,Blanco,Elegante,Generico,Asimetrico,Media,Natural,Poliuretano,$214.88,100
Verano,Multicolor,Vintage,Floral,V,Manga corta,A línea,Poliamida,$361.00,1000
Primavera,Gris,Elegante,Generico,Recto,Media,Natural,Poliamida,$506.00,20
Invierno,Amarillo,Casual,Generico,Redondo,Media,Generico,Algodón,$202.00,200
Verano,Blanco,Vintage,Generico,Redondo,Sin mangas,A línea,Elastano,$412.00,10
Otoño,Negro,Vintage,Floral,Redondo,Media,Generico,Algodón,$198.00,200
Verano,Verde,Elegante,Generico,V,Manga larga,A línea,Algodón,$990.00,40
Verano,Negro,Elegante,Generico,Redondo,Sin mangas,Ajustado,Poliamida,$630.00,1000
Primavera,Multicolor,Elegante,Floral,V,Media,Ajustado,Algodón,$172.28,900
Verano,Multicolor,Vintage,Floral,Corazon,Media,Natural,Algodón,$189.00,500
Verano,Gris,Casual,Generico,Redondo,Manga larga,Camisa,Tela tricotada,$391.00,200
Otoño,Morado,Sexy,Generico,V,Sin mangas,Tirantes,Tela tricotada,$343.00,1000
Otoño,Azul,Elegante,Generico,Alzado,Sin mangas,A línea,Algodón,$326.00,20
Verano,Negro,Elegante,Generico,Corazon,Sin mangas,Tirantes,Algodón,$310.00,1000
Verano,Azul,Elegante,Generico,Redondo,Manga larga,A línea,Poliamida,$462.00,1000
Otoño,Negro,Casual,Generico,V,Manga larga,Natural,Poliamida,$222.65,60
Primavera,Naranja,Elegante,Floral,Alzado,Manga larga,A línea,Poliuretano,$307.23,200
Verano,Blanco,Casual,Generico,Recto,Manga corta,A línea,Poliamida,$328.80,100
Primavera,Negro,Elegante,Floral,Redondo,Manga larga,Ajustado,Algodón,$162.79,18
Primavera,Cafe,Casual,Generico,V,Manga corta,Natural,Algodón,$375.00,1000
Primavera,Verde,Elegante,Generico,Corazon,Sin mangas,Generico,Elastano,$119.00,60
Verano,Cafe,Casual,Combinado,V,Manga larga,A línea,Poliuretano,$149.00,17
Invierno,Rojo,Casual,Geometrico,V,Media,A línea,Poliuretano,$390.00,100
Verano,Verde,Vintage,Generico,Asimetrico,Sin mangas,A línea,Algodón,$395.00,1000
Invierno,Negro,Sexy,Generico,Redondo,Manga corta,A línea,Algodón,$255.20,100
Verano,Multicolor,Elegante,Floral,Alzado,Manga larga,A línea,Algodón,$501.00,1000
Primavera,Rosa,Casual,Generico,Redondo,Media,Generico,Algodón,$231.00,300
Otoño,Rojo,Sexy,Generico,Recto,Sin mangas,Natural,Poliuretano,$200.00,1000
Verano,Multicolor,Casual,Geometrico,Recto,Media,A línea,Poliamida,$382.00,100
Invierno,Amarillo,Vintage,Generico,Alzado,Sin mangas,A línea,Poliuretano,$191.00,1000
Verano,Rojo,Elegante,Generico,V,Media,A línea,Poliamida,$371.00,90
Invierno,Naranja,Vintage,Floral,Asimetrico,Sin mangas,A línea,Viscosa,$243.00,1000
Invierno,Negro,Fiesta,Floral,Redondo,Media,Natural,Algodón,$398.00,50
Primavera,Verde,Casual,Generico,Redondo,Manga corta,A línea,Viscosa,$287.00,50
Otoño,Multicolor,Casual,Geometrico,V,Manga larga,Camisa,Algodón,$153.00,10
Verano,Rojo,Casual,Generico,Recto,Manga larga,Ajustado,Viscosa,$341.00,200
Otoño,Azul,Vintage,Geometrico,Recto,Sin mangas,A línea,Algodón,$296.00,1000
Primavera,Cafe,Sexy,Generico,V,Sin mangas,Tirantes,Algodón,$344.96,50
Otoño,Rojo,Fiesta,Generico,Asimetrico,Sin mangas,Ajustado,Algodón,$337.00,40
Otoño,Naranja,Casual,Geometrico,Redondo,Media,Ajustado,Poliuretano,$201.00,200
Verano,Blanco,Elegante,Generico,Corazon,Sin mangas,Ajustado,Poliuretano,$465.00,70
Otoño,Naranja,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$576.00,1000
Invierno,Naranja,Elegante,Floral,Corazon,Manga larga,A línea,Poliamida,$590.00,1000
Primavera,Azul,Fiesta,Generico,Asimetrico,Sin mangas,Ajustado,Poliuretano,$865.80,40
Primavera,Cafe,Casual,Generico,V,Manga larga,Holgado,Poliuretano,$284.00,100
Primavera,Blanco,Sexy,Generico,Corazon,Sin mangas,Tirantes,Algodón,$374.00,200
Otoño,Azul,Fiesta,Generico,Asimetrico,Sin mangas,Ajustado,Poliuretano,$270.00,100
Primavera,Cafe,Casual,Geometrico,Alzado,Sin mangas,A línea,Elastano,$341.00,400
Verano,Blanco,Vintage,Generico,Recto,Manga larga,A línea,Algodón,$730.00,1000
Invierno,Verde,Casual,Generico,Asimetrico,Sin mangas,Ajustado,Poliamida,$237.98,200
Verano,Azul,Fiesta,Generico,Corazon,Sin mangas,Tirantes,Poliamida,$455.00,100
Invierno,Cafe,Sexy,Generico,Redondo,Sin mangas,Ajustado,Poliuretano,$344.96,100
Primavera,Multicolor,Vintage,Floral,Recto,Media,A línea,Elastano,$395.00,10
Invierno,Negro,Elegante,Generico,Redondo,Manga corta,Natural,Algodón,$289.00,200
Primavera,Multicolor,Casual,Geometrico,Camisero,Manga corta,Camisa,Poliuretano,$295.00,1000
Invierno,Azul,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$375.00,10
Primavera,Blanco,Sexy,Generico,Alzado,Sin mangas,Ajustado,Algodón,$484.33,40
Invierno,Azul,Casual,Generico,Camisero,Media,Natural,Poliamida,$328.00,20
Invierno,Azul,Vintage,Floral,Recto,Manga larga,A línea,Algodón,$598.00,10
Invierno,Blanco,Elegante,Generico,Recto,Media,Holgado,Algodón,$216.00,30
Invierno,Multicolor,Vintage,Combinado,Corazon,Sin mangas,A línea,Poliamida,$427.00,1000
Invierno,Blanco,Casual,Generico,Redondo,Media,A línea,Algodón,$382.69,90
Otoño,Multicolor,Vintage,Floral,V,Manga larga,A línea,Tela tricotada,$436.00,10
Verano,Negro,Fiesta,Generico,Camisero,Manga larga,Ajustado,Poliamida,$445.06,100
Primavera,Rojo,Elegante,Generico,Alzado,Sin mangas,Tirantes,Viscosa,$228.00,300
Invierno,Negro,Fiesta,Generico,Recto,Sin mangas,Ajustado,Viscosa,$437.60,70
Otoño,Rojo,Casual,Geometrico,Recto,Sin mangas,A línea,Elastano,$257.00,1000
Verano,Blanco,Casual,Geometrico,Redondo,Sin mangas,A línea,Algodón,$273.00,1000
Otoño,Verde,Fiesta,Generico,V,Manga larga,Generico,Poliamida,$321.00,50
Verano,Blanco,Elegante,Generico,V,Sin mangas,A línea,Poliuretano,$840.00,1000
Invierno,Rosa,Casual,Generico,V,Manga corta,A línea,Poliuretano,$340.00,1000
Otoño,Azul,Elegante,Generico,V,Manga larga,A línea,Tela tricotada,$385.90,1000
Otoño,Negro,Fiesta,Generico,V,Sin mangas,Ajustado,Viscosa,$168.30,100
Otoño,Multicolor,Vintage,Floral,V,Manga larga,A línea,Viscosa,$297.00,100
Primavera,Verde,Fiesta,Generico,Asimetrico,Sin mangas,Natural,Tela tricotada,$264.47,70
Invierno,Negro,Casual,Generico,Asimetrico,Manga larga,Ajustado,Poliuretano,$173.00,30
Primavera,Rosa,Vintage,Floral,V,Sin mangas,A línea,Elastano,$99.99,10
Otoño,Rojo,Casual,Generico,Recto,Sin mangas,A línea,Algodón,$288.00,1000
Invierno,Naranja,Sexy,Generico,Redondo,Sin mangas,Holgado,Poliuretano,$259.00,1000
Otoño,Morado,Sexy,Generico,Alzado,Sin mangas,A línea,Algodón,$205.00,1000
Otoño,Verde,Elegante,Generico,Redondo,Manga larga,A línea,Algodón,$564.00,1000
Otoño,Multicolor,Vintage,Floral,Recto,Media,Generico,Algodón,$196.00,1000
Primavera,Multicolor,Sexy,Combinado,Alzado,Manga larga,Ajustado,Poliuretano,$299.00,1000
Primavera,Morado,Fiesta,Generico,Alzado,Manga larga,A línea,Poliuretano,$520.00,1000
Invierno,Cafe,Vintage,Floral,Corazon,Manga larga,A línea,Tela tricotada,$538.00,1000
Primavera,Blanco,Vintage,Floral,V,Manga larga,A línea,Algodón,$567.00,1000
Primavera,Verde,Casual,Generico,V,Media,Holgado,Algodón,$346.00,1000
Verano,Blanco,Vintage,Generico,Asimetrico,Sin mangas,A línea,Poliuretano,$297.00,1000
Invierno,Rosa,Elegante,Floral,Corazon,Sin mangas,A línea,Viscosa,$415.65,1000
Primavera,Blanco,Vintage,Generico,Alzado,Sin mangas,Tirantes,Elastano,$374.00,1000
Invierno,Rosa,Casual,Combinado,V,Sin mangas,A línea,Algodón,$413.00,1000
Otoño,Rojo,Casual,Floral,V,Manga larga,A línea,Poliamida,$640.00,1000
Invierno,Verde,Fiesta,Generico,V,Manga larga,A línea,Algodón,$669.00,1000
Primavera,Azul,Vintage,Floral,Corazon,Sin mangas,Tirantes,Poliamida,$220.00,1000
Otoño,Negro,Vintage,Combinado,Recto,Sin mangas,Tirantes,Poliamida,$405.00,1000
Verano,Verde,Elegante,Generico,Redondo,Media,A línea,Algodón,$536.00,1000
Verano,Multicolor,Vintage,Floral,V,Manga corta,A línea,Elastano,$313.00,1000
Verano,Negro,Sexy,Generico,Asimetrico,Sin mangas,Ajustado,Viscosa,$248.00,200
Invierno,Negro,Sexy,Generico,Recto,Sin mangas,Tirantes,Algodón,$260.10,90
Otoño,Negro,Sexy,Generico,Asimetrico,Sin mangas,Ajustado,Poliuretano,$274.48,100
Verano,Morado,Vintage,Floral,Corazon,Sin mangas,Tirantes,Poliuretano,$275.00,300
Invierno,Blanco,Sexy,Generico,Alzado,Sin mangas,Tirantes,Algodón,$361.00,50
Invierno,Amarillo,Casual,Generico,Recto,Sin mangas,A línea,Algodón,$466.00,1000
Primavera,Blanco,Vintage,Generico,Recto,Manga larga,A línea,Elastano,$328.00,10
Verano,Multicolor,Vintage,Geometrico,Corazon,Sin mangas,Tirantes,Poliuretano,$187.00,100
Verano,Negro,Vintage,Floral,Corazon,Sin mangas,Tirantes,Poliuretano,$316.00,1000
Otoño,Verde,Casual,Combinado,Redondo,Manga corta,A línea,Poliuretano,$240.24,15
Otoño,Amarillo,Vintage,Floral,Recto,Manga corta,A línea,Poliamida,$209.44,10
Verano,Blanco,Vintage,Floral,Alzado,Sin mangas,A línea,Poliuretano,$218.00,500
Verano,Negro,Casual,Generico,Redondo,Manga corta,Camisa,Poliamida,$177.87,26
Otoño,Negro,Casual,Generico,Alzado,Manga larga,A línea,Poliamida,$181.04,38
Invierno,Cafe,Casual,Combinado,Redondo,Media,Natural,Algodón,$197.00,900
Verano,Verde,Casual,Combinado,Redondo,Media,A línea,Algodón,$453.00,100
Verano,Gris,Casual,Generico,Redondo,Manga corta,Camisa,Algodón,$207.00,15
Primavera,Multicolor,Vintage,Floral,Alzado,Media,A línea,Algodón,$394.00,200
Verano,Azul,Vintage,Floral,Recto,Manga corta,Ajustado,Algodón,$209.44,30
Otoño,Azul,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$226.00,400
Invierno,Naranja,Casual,Generico,Redondo,Media,Holgado,Elastano,$154.03,300
Primavera,Naranja,Elegante,Generico,Asimetrico,Manga larga,Generico,Algodón,$299.00,500
Primavera,Azul,Elegante,Generico,Redondo,Sin mangas,Ajustado,Algodón,$197.89,600
Otoño,Negro,Elegante,Generico,Redondo,Media,Generico,Elastano,$199.43,17
Primavera,Multicolor,Vintage,Floral,Alzado,Sin mangas,A línea,Algodón,$189.00,600
Invierno,Negro,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$155.00,80
Primavera,Azul,Elegante,Generico,V,Manga larga,A línea,Poliamida,$316.47,300
Verano,Negro,Casual,Floral,V,Manga corta,A línea,Algodón,$181.77,200
Primavera,Verde,Casual,Combinado,Redondo,Sin mangas,Natural,Poliuretano,$197.00,100
Invierno,Multicolor,Vintage,Floral,Recto,Manga corta,A línea,Elastano,$247.00,400
Primavera,Cafe,Casual,Generico,Redondo,Manga corta,Camisa,Elastano,$217.00,100
Primavera,Rosa,Casual,Generico,Recto,Sin mangas,Ajustado,Poliuretano,$142.45,15
Otoño,Rosa,Casual,Geometrico,V,Manga corta,Ajustado,Poliuretano,$236.00,100
Verano,Multicolor,Vintage,Floral,Alzado,Media,A línea,Algodón,$333.41,300
Verano,Azul,Casual,Combinado,Redondo,Manga corta,A línea,Viscosa,$284.00,300
Verano,Negro,Vintage,Floral,V,Manga corta,A línea,Poliamida,$254.00,100
Primavera,Verde,Elegante,Generico,Asimetrico,Manga larga,Generico,Algodón,$299.00,300
Otoño,Rosa,Sexy,Generico,Recto,Sin mangas,Natural,Viscosa,$208.78,200
Verano,Azul,Casual,Generico,Alzado,Sin mangas,A línea,Poliamida,$203.00,200
Primavera,Rosa,Casual,Generico,V,Sin mangas,A línea,Poliuretano,$234.08,200
Invierno,Rojo,Sexy,Generico,Recto,Manga corta,Ajustado,Viscosa,$181.72,13
Primavera,Azul,Elegante,Generico,Asimetrico,Manga larga,Generico,Algodón,$299.00,30
Verano,Verde,Casual,Generico,Recto,Sin mangas,Ajustado,Poliuretano,$142.45,700
Verano,Azul,Elegante,Generico,Alzado,Sin mangas,Ajustado,Poliuretano,$270.00,100
Verano,Negro,Elegante,Generico,Asimetrico,Sin mangas,Ajustado,Algodón,$433.00,100
Invierno,Negro,Sexy,Generico,Recto,Sin mangas,Natural,Tela tricotada,$154.76,31
Invierno,Negro,Casual,Generico,Recto,Sin mangas,Ajustado,Poliuretano,$180.31,13
Verano,Rojo,Casual,Generico,Recto,Sin mangas,Ajustado,Algodón,$135.78,13
Invierno,Verde,Casual,Generico,Redondo,Manga corta,Natural,Poliamida,$162.79,700
Verano,Azul,Casual,Generico,Recto,Manga corta,Ajustado,Algodón,$197.10,14
Invierno,Blanco,Casual,Generico,Corazon,Manga larga,A línea,Algodón,$334.34,10
Otoño,Azul,Casual,Generico,Redondo,Manga corta,Camisa,Algodón,$168.63,600
Primavera,Negro,Elegante,Generico,Corazon,Manga larga,Ajustado,Elastano,$296.38,900
Otoño,Rosa,Casual,Generico,Redondo,Manga corta,Ajustado,Tela tricotada,$176.00,800
Otoño,Rosa,Vintage,Floral,Recto,Sin mangas,Tirantes,Poliuretano,$133.59,800
Otoño,Amarillo,Vintage,Generico,Redondo,Manga corta,Holgado,Algodón,$358.05,200
Primavera,Morado,Casual,Generico,Redondo,Manga corta,Camisa,Elastano,$177.87,300
Primavera,Negro,Casual,Floral,Corazon,Sin mangas,Tirantes,Poliuretano,$338.00,100
Verano,Rojo,Vintage,Floral,V,Media,A línea,Poliamida,$310.00,900
Invierno,Verde,Sexy,Floral,Recto,Sin mangas,Tirantes,Algodón,$166.00,500
Verano,Gris,Casual,Generico,Redondo,Sin mangas,Ajustado,Poliuretano,$272.00,300
Otoño,Verde,Vintage,Floral,Recto,Manga corta,A línea,Poliuretano,$318.78,400
Otoño,Rojo,Casual,Generico,Recto,Sin mangas,Natural,Poliamida,$208.78,15
Otoño,Naranja,Casual,Combinado,Redondo,Manga corta,Camisa,Poliuretano,$189.42,500
Primavera,Naranja,Casual,Generico,V,Manga larga,Natural,Algodón,$241.78,300
Invierno,Blanco,Casual,Generico,Redondo,Manga corta,Camisa,Viscosa,$168.63,900
Primavera,Naranja,Casual,Generico,Recto,Manga corta,Ajustado,Tela tricotada,$246.00,400
Verano,Rosa,Elegante,Geometrico,Redondo,Manga corta,A línea,Algodón,$227.92,100
Verano,Azul,Casual,Generico,V,Sin mangas,Ajustado,Poliuretano,$234.08,300
Otoño,Verde,Vintage,Floral,Recto,Sin mangas,Tirantes,Poliuretano,$187.11,400
Verano,Rojo,Casual,Generico,Camisero,Manga corta,Camisa,Tela tricotada,$344.00,100
Verano,Negro,Fiesta,Generico,Recto,Manga larga,Ajustado,Poliuretano,$233.60,900
Verano,Rosa,Casual,Generico,Redondo,Manga corta,Camisa,Poliuretano,$196.00,700
Invierno,Cafe,Sexy,Combinado,Corazon,Sin mangas,Tirantes,Tela tricotada,$224.84,200
Otoño,Negro,Elegante,Generico,Asimetrico,Manga larga,Generico,Algodón,$299.00,300
Invierno,Naranja,Vintage,Floral,Redondo,Sin mangas,Holgado,Tela tricotada,$204.00,200
